0,0.2850037
0.1515152,0.2850037
0.3030303,0.2850037
0.4545455,0.2850037
0.6060606,0.2850037
0.7575758,0.2850037
0.9090909,0.2850037
1.060606,0.2850037
1.212121,0.2850037
1.363636,0.2850037
1.515151,0.2850037
1.666667,0.2850037
1.818182,0.2850037
1.969697,0.2850037
2.121212,0.2850037
2.272727,0.2850037
2.424242,0.2850037
2.575758,0.2850037
2.727273,0.2850037
2.878788,0.2850037
3.030303,0.2850037
3.181819,0.2850037
3.333334,0.2850037
3.484849,0.2850037
3.636364,0.2850037
3.78788,0.2850037
3.939395,0.2850037
4.09091,0.2850037
4.242425,0.2850037
4.39394,0.2850037
4.545455,0.2850037
4.69697,0.2850037
4.848485,0.2850037
5,0.2850037
5.151515,0.2850037
5.30303,0.2850037
5.454545,0.2850037
5.60606,0.2850037
5.757575,0.2850037
5.90909,0.2850037
6.060605,0.2850037
6.21212,0.2850037
6.363635,0.2850037
6.51515,0.2850037
6.666665,0.2850037
6.81818,0.2850037
6.969695,0.2850037
7.12121,0.2850037
7.272725,0.2850037
7.42424,0.2850037
7.575755,0.2850037
7.72727,0.2850037
7.878785,0.2850037
8.0303,0.2850037
8.181815,0.2850037
8.33333,0.2850037
8.484845,0.2850037
8.63636,0.2850037
8.787875,0.2850037
8.93939,0.2850037
9.090905,0.2850037
9.24242,0.2850037
9.393935,0.2850037
9.54545,0.2850037
9.696965,0.2850037
9.84848,0.2850037
9.999995,0.2850037
10.15151,0.2850037
10.30303,0.2850037
10.45454,0.2850037
10.60606,0.2850037
10.75757,0.2850037
10.90909,0.2850037
11.0606,0.2850037
11.21212,0.2850037
11.36363,0.2850037
11.51515,0.2850037
11.66666,0.2850037
11.81818,0.2850037
11.96969,0.2850037
12.12121,0.2850037
12.27272,0.2850037
12.42424,0.2850037
12.57575,0.2850037
12.72727,0.2850037
12.87878,0.2850037
13.0303,0.2850037
13.18181,0.2850037
13.33333,0.2850037
13.48484,0.2850037
13.63636,0.2850037
13.78787,0.2850037
13.93939,0.2850037
14.0909,0.2850037
14.24242,0.2850037
14.39393,0.2850037
14.54545,0.2850037
14.69696,0.2850037
14.84848,0.2850037
14.99999,0.2850037
15.15151,0.2850037
15.30302,0.2850037
15.45454,0.2850037
15.60605,0.2850037
15.75757,0.2850037
15.90908,0.2850037
16.0606,0.2850037
16.21211,0.2850037
16.36363,0.2850037
16.51514,0.2850037
16.66666,0.2850037
16.81818,0.2850037
16.96969,0.2850037
17.12121,0.2850037
17.27272,0.2850037
17.42424,0.2850037
17.57576,0.2850037
17.72727,0.2850037
17.87879,0.2850037
18.0303,0.2850037
18.18182,0.2850037
18.33334,0.2850037
18.48485,0.2850037
18.63637,0.2850037
18.78788,0.2850037
18.9394,0.2850037
19.09092,0.2850037
19.24243,0.2850037
19.39395,0.2850037
19.54546,0.2850037
19.69698,0.2850037
19.8485,0.2850037
20.00001,0.2850037
20.15153,0.2850037
20.30304,0.2850037
20.45456,0.2850037
20.60608,0.2850037
20.75759,0.2850037
20.90911,0.2850037
21.06062,0.2850037
21.21214,0.2850037
21.36366,0.2850037
21.51517,0.2850037
21.66669,0.2850037
21.8182,0.2850037
21.96972,0.2850037
22.12123,0.2850037
22.27275,0.2850037
22.42427,0.2850037
22.57578,0.2850037
22.7273,0.2850037
22.87881,0.2850037
23.03033,0.2850037
23.18185,0.2850037
23.33336,0.2850037
23.48488,0.2850037
23.63639,0.2850037
23.78791,0.2850037
23.93943,0.2850037
24.09094,0.2850037
24.24246,0.2850037
24.39397,0.2850037
24.54549,0.2850037
24.69701,0.2850037
24.84852,0.2850037
25.00004,0.2850037
25.15155,0.2850037
25.30307,0.2850037
25.45459,0.2850037
25.6061,0.2850037
25.75762,0.2850037
25.90913,0.2850037
26.06065,0.2850037
26.21217,0.2850037
26.36368,0.2850037
26.5152,0.2850037
26.66671,0.2850037
26.81823,0.2850037
26.96975,0.2850037
27.12126,0.2850037
27.27278,0.2850037
27.42429,0.2850037
27.57581,0.2850037
27.72733,0.2850037
27.87884,0.2850037
28.03036,0.2850037
28.18187,0.2850037
28.33339,0.2850037
28.48491,0.2850037
28.63642,0.2850037
28.78794,0.2850037
28.93945,0.2850037
29.09097,0.2850037
29.24249,0.2850037
29.394,0.2850037
29.54552,0.2850037
29.69703,0.2850037
29.84855,0.2850037
30.00006,0.2850037
30.15158,0.2850037
30.3031,0.2850037
30.45461,0.2850037
30.60613,0.2850037
30.75764,0.2850037
30.90916,0.2850037
31.06068,0.2850037
31.21219,0.2850037
31.36371,0.2850037
31.51522,0.2850037
31.66674,0.2850037
31.81826,0.2850037
31.96977,0.2850037
32.12129,0.2850037
32.2728,0.2850037
32.42432,0.2850037
32.57584,0.2850037
32.72735,0.2850037
32.87887,0.2850037
33.03038,0.2850037
33.1819,0.2850037
33.33342,0.2850037
33.48493,0.2850037
33.63645,0.2850037
33.78796,0.2850037
33.93948,0.2850037
34.091,0.2850037
34.24251,0.2850037
34.39403,0.2850037
34.54554,0.2850037
34.69706,0.2850037
34.84858,0.2850037
35.00009,0.2850037
35.15161,0.2850037
35.30312,0.2850037
35.45464,0.2850037
35.60616,0.2850037
35.75767,0.2850037
35.90919,0.2850037
36.0607,0.2850037
36.21222,0.2850037
36.36374,0.2850037
36.51525,0.2850037
36.66677,0.2850037
36.81828,0.2850037
36.9698,0.2850037
37.12132,0.2850037
37.27283,0.2850037
37.42435,0.2850037
37.57586,0.2850037
37.72738,0.2850037
37.87889,0.2850037
38.03041,0.2850037
38.18193,0.2850037
38.33344,0.2850037
38.48496,0.2850037
38.63647,0.2850037
38.78799,0.2850037
38.93951,0.2850037
39.09102,0.2850037
39.24254,0.2850037
39.39405,0.2850037
39.54557,0.2850037
39.69709,0.2850037
39.8486,0.2850037
40.00012,0.2850037
40.15163,0.2850037
40.30315,0.2850037
40.45467,0.2850037
40.60618,0.2850037
40.7577,0.2850037
40.90921,0.2850037
41.06073,0.2850037
41.21225,0.2850037
41.36376,0.2850037
41.51528,0.2850037
41.66679,0.2850037
41.81831,0.2850037
41.96983,0.2850037
42.12134,0.2850037
42.27286,0.2850037
42.42437,0.2850037
42.57589,0.2850037
42.72741,0.2850037
42.87892,0.2850037
43.03044,0.2850037
43.18195,0.2850037
43.33347,0.2850037
43.48499,0.2850037
43.6365,0.2850037
43.78802,0.2850037
43.93953,0.2850037
44.09105,0.2850037
44.24257,0.2850037
44.39408,0.2850037
44.5456,0.2850037
44.69711,0.2850037
44.84863,0.2850037
45.00014,0.2850037
45.15166,0.2850037
45.30318,0.2850037
45.45469,0.2850037
45.60621,0.2850037
45.75772,0.2850037
45.90924,0.2850037
46.06076,0.2850037
46.21227,0.2850037
46.36379,0.2850037
46.5153,0.2850037
46.66682,0.2850037
46.81834,0.2850037
46.96985,0.2850037
47.12137,0.2850037
47.27288,0.2850037
47.4244,0.2850037
47.57592,0.2850037
47.72743,0.2850037
47.87895,0.2850037
48.03046,0.2850037
48.18198,0.2850037
48.3335,0.2850037
48.48501,0.2850037
48.63653,0.2850037
48.78804,0.2850037
48.93956,0.2850037
49.09108,0.2850037
49.24259,0.2850037
49.39411,0.2850037
49.54562,0.2850037
49.69714,0.2850037
49.84866,0.2850037
